YEAR,FIRM,SALE,XOPR
2011,ENTN,66,71
2010,ATHR,927,783
2011,CLFZF,0,0
2012,CLFZF,0,1
2010,MEIP,0,8
2011,MEIP,0,6
2012,MEIP,0,8
2013,MEIP,0,11
2014,MEIP,0,27
2015,MEIP,0,33
2016,MEIP,0,21
2017,MEIP,23,21
2018,MEIP,2,30
2019,MEIP,5,51
2010,CRLRQ,0,3
2011,CRLRQ,0,6
2012,CRLRQ,0,8
2013,CRLRQ,1,9
2014,CRLRQ,4,10
2010,SNTS,125,134
2011,SNTS,119,110
2012,SNTS,218,192
2010,DYAI,8,14
2011,DYAI,10,14
2012,DYAI,16,14
2013,DYAI,17,16
2014,DYAI,13,17
2015,DYAI,0,4
2016,DYAI,1,6
2017,DYAI,1,8
2018,DYAI,1,9
2011,SSG.,0,0
2012,SSG.,62,60
2013,SSG.,55,55
2014,SSG.,65,61
2015,SSG.,65,60
2016,SSG.,55,50
2017,SSG.,59,55
2010,CYTK,3,50
2011,CYTK,4,49
2012,CYTK,8,47
2013,CYTK,31,64
2014,CYTK,47,61
2015,CYTK,29,65
2016,CYTK,106,91
2017,CYTK,13,125
2018,CYTK,32,119
2010,SMICY,1571,909
2011,SMICY,1326,949
2012,SMICY,1702,1118
2013,SMICY,2069,1403
2014,SMICY,1970,1304
2015,SMICY,2236,1522
2016,SMICY,2914,1845
2017,SMICY,3101,2050
2018,SMICY,3360,2354
2010,BGS,513,395
2011,BGS,544,413
2012,BGS,634,465
2013,BGS,725,542
2014,BGS,852,663
2015,BGS,968,750
2016,BGS,1391,1070
2017,BGS,1668,1340
2018,BGS,1701,1390
2010,PKT,20,23
2011,PKT,44,40
2012,PKT,60,52
2013,PKT,75,87
2014,PKT,75,83
2010,RDDYQ,315,266
2011,RDDYQ,328,286
2010,PLAG,184,155
2011,PLAG,213,183
2012,PLAG,240,205
2013,PLAG,215,185
2014,PLAG,218,196
2015,PLAG,215,197
2016,PLAG,80,114
2017,PLAG,5,44
2018,PLAG,7,7
2010,THLD,0,24
2011,THLD,0,30
2012,THLD,6,26
2013,THLD,12,38
2014,THLD,15,46
2015,THLD,77,47
2016,THLD,0,23
2009,GSIT,68,54
2010,GSIT,98,71
2011,GSIT,83,73
2012,GSIT,66,60
2013,GSIT,59,62
2014,GSIT,53,58
2015,GSIT,53,54
2016,GSIT,48,47
2017,GSIT,43,46
2018,GSIT,51,51
2010,MFLX,791,693
2011,MFLX,832,736
2012,MFLX,819,736
2013,MFLX,788,779
2014,MFLX,633,623
2015,MFLX,637,551
2010,NETL.1,382,328
2011,NETL.1,405,334
2010,HSP,3917,3006
2011,HSP,4057,3213
2012,HSP,4092,3461
2013,HSP,4107,3441
2014,HSP,4464,3622
2010,AUXL,211,257
2011,AUXL,264,291
2012,AUXL,396,301
2013,AUXL,401,356
2010,XRM,548,452
2011,XRM,587,482
2012,XRM,539,452
2013,XRM,547,443
2014,XRM,543,430
2015,XRM,477,385
2016,XRM,471,381
2017,XRM,481,382
2012,BIRMF,0,0
2013,BIRMF,0,0
2014,BIRMF,11,12
2015,BIRMF,17,15
2016,BIRMF,16,15
2017,BIRMF,23,21
2018,BIRMF,24,23
2010,MNKD,0,136
2011,MNKD,0,112
2012,MNKD,0,128
2013,MNKD,0,158
2014,MNKD,0,170
2015,MNKD,0,121
2016,MNKD,175,108
2017,MNKD,12,105
2018,MNKD,28,104
2010,STXS,54,71
2011,STXS,42,72
2012,STXS,47,56
2013,STXS,38,46
2014,STXS,35,40
2015,STXS,38,42
2016,STXS,32,38
2017,STXS,31,36
2018,STXS,29,31
2011,QVC.,0,0
2012,QVC.,10,9
2010,AGGZF,262,204
2011,AGGZF,306,248
2012,AGGZF,314,265
2013,AGGZF,357,298
2014,AGGZF,400,337
2015,AGGZF,449,409
2016,AGGZF,532,456
2017,AGGZF,755,644
2018,AGGZF,932,796
2010,MEA,553,504
2011,MEA,661,613
2012,MEA,574,552
2013,MEA,530,513
2014,MEA,476,464
2010,NURO,14,29
2011,NURO,10,20
2012,NURO,8,17
2013,NURO,5,12
2014,NURO,6,14
2015,NURO,7,20
2016,NURO,12,27
2017,NURO,17,30
2018,NURO,16,28
2019,NURO,9,18
2010,VLTR,154,123
2011,VLTR,156,132
2012,VLTR,168,141
2011,MICT,10,8
2012,MICT,18,17
2013,MICT,36,30
2014,MICT,34,34
2015,MICT,24,25
2016,MICT,23,28
2017,MICT,18,22
2018,MICT,14,20
2010,CVGI,598,568
2011,CVGI,832,769
2012,CVGI,858,800
2013,CVGI,748,718
2014,CVGI,840,786
2015,CVGI,825,767
2016,CVGI,662,616
2017,CVGI,755,704
2018,CVGI,898,815
2010,OHRP,0,0
2011,OHRP,0,1
2012,OHRP,0,3
2013,OHRP,0,5
2014,OHRP,0,9
2015,OHRP,0,16
2016,OHRP,0,24
2017,OHRP,0,23
2018,OHRP,0,8
2010,TPCG,1688,1607
2011,TPCG,2759,2630
2010,VICUF,357,336
2011,VICUF,417,393
2012,VICUF,412,378
2013,VICUF,396,377
2014,VICUF,472,445
2010,SMA,361,311
2011,SMA,359,317
2012,SMA,411,351
2013,SMA,400,350
2010,XRTX,1602,1456
2011,XRTX,1448,1388
2012,XRTX,1159,1117
2013,XRTX,814,795
2010,PPO,617,435
2011,PPO,763,522
2012,PPO,717,521
2013,PPO,636,492
2014,PPO,658,518
2010,INVA,24,99
2011,INVA,25,130
2012,INVA,136,145
2013,INVA,5,171
2014,INVA,8,41
2015,INVA,54,22
2016,INVA,134,24
2017,INVA,217,25
2018,INVA,261,14
2010,HY,1802,1718
2011,HY,2541,2399
2012,HY,2469,2330
2013,HY,2666,2502
2014,HY,2767,2603
2015,HY,2578,2447
2016,HY,2570,2487
2017,HY,2885,2759
2018,HY,3174,3088
2010,WLK,3172,2690
2011,WLK,3620,3059
2012,WLK,3571,2832
2013,WLK,3759,2676
2014,WLK,4415,3100
2015,WLK,4463,3294
2016,WLK,5075,3933
2017,WLK,8041,6222
2018,WLK,8635,6615
2010,LPL,22565,18566
2011,LPL,20968,18592
2012,LPL,27679,22752
2013,LPL,25618,20983
2014,LPL,24251,19623
2015,LPL,24275,19998
2016,LPL,22018,18419
2017,LPL,26035,20717
2018,LPL,21861,18585
2010,PRRSF,15,15
2011,PRRSF,18,17
2012,PRRSF,16,18
2013,PRRSF,19,18
2014,PRRSF,20,20
2015,PRRSF,21,22
2016,PRRSF,17,19
2017,PRRSF,11,13
2018,PRRSF,10,12
2010,MRTX,2,15
2011,MRTX,3,13
2012,MRTX,0,20
2013,MRTX,0,29
2014,MRTX,0,39
2015,MRTX,0,65
2016,MRTX,0,81
2017,MRTX,0,71
2018,MRTX,13,115
2010,IKAN,192,203
2011,IKAN,137,137
2012,IKAN,126,134
2013,IKAN,80,104
2014,IKAN,48,86
2010,CYCC,1,16
2011,CYCC,1,17
2012,CYCC,0,15
2013,CYCC,1,19
2014,CYCC,2,24
2015,CYCC,2,18
2016,CYCC,1,15
2017,CYCC,0,9
2018,CYCC,0,10
2010,MCTYF,2,5
2011,MCTYF,2,4
2012,MCTYF,0,2
2013,MCTYF,0,3
2009,0089A,1510,1237
2010,0089A,1700,1374
2010,MPWR,219,180
2011,MPWR,197,174
2012,MPWR,214,191
2013,MPWR,238,203
2014,MPWR,283,242
2015,MPWR,333,281
2016,MPWR,389,323
2017,MPWR,471,377
2018,MPWR,582,457
2019,MPWR,628,525
2009,ENS,1579,1408
2010,ENS,1964,1727
2011,ENS,2283,2015
2012,ENS,2278,1970
2013,ENS,2474,2133
2014,ENS,2506,2165
2015,ENS,2316,2001
2016,ENS,2367,2023
2017,ENS,2582,2249
2018,ENS,2808,2470
2010,ELOS,190,218
2011,ELOS,228,235
2012,ELOS,264,258
2013,ELOS,257,257
2014,ELOS,256,245
2015,ELOS,278,270
2016,ELOS,298,281
2012,FTCY,0,0
2013,FTCY,0,1
2014,FTCY,0,1
2015,FTCY,0,1
2016,FTCY,4,7
2010,AIIFF,463,416
2011,AIIFF,454,438
2012,AIIFF,457,418
2013,AIIFF,456,416
2014,AIIFF,474,448
2010,SEE1,3128,2733
2010,NNVC,0,0
2011,NNVC,0,6
2012,NNVC,0,6
2013,NNVC,0,6
2014,NNVC,0,8
2015,NNVC,0,7
2016,NNVC,0,8
2017,NNVC,0,9
2018,NNVC,0,9
2019,NNVC,0,8
2010,TEAR,2,7
2011,TEAR,2,9
2012,TEAR,4,15
2013,TEAR,15,30
2014,TEAR,20,42
2015,TEAR,25,52
2016,TEAR,28,40
2017,TEAR,27,35
2018,TEAR,25,21
2010,RPTP,0,13
2011,RPTP,0,21
2012,RPTP,0,35
2013,RPTP,17,68
2014,RPTP,69,109
2015,RPTP,94,141
2010,NLC,4251,3499
2010,CVALF,3,5
2011,CVALF,3,6
2012,CVALF,4,7
2013,CVALF,4,5
2014,CVALF,9,6
2015,CVALF,8,7
2016,CVALF,7,10
2017,CVALF,27,25
2018,CVALF,27,24
2019,CVALF,34,41
2010,MNTX,96,87
2011,MNTX,142,131
2012,MNTX,205,187
2013,MNTX,245,223
2014,MNTX,264,243
2015,MNTX,387,363
2016,MNTX,173,175
2017,MNTX,213,208
2018,MNTX,242,228
2009,PEDH,35,34
2010,PEDH,31,32
2011,PEDH,26,30
2010,XSPY,35,36
2011,XSPY,33,42
2012,XSPY,36,40
2013,XSPY,38,37
2014,XSPY,38,37
2010,GBAMF,0,4
2011,GBAMF,0,4
2012,GBAMF,1,6
2012,RLLRF,1,2
2013,RLLRF,1,3
2014,RLLRF,3,4
2015,RLLRF,3,4
2016,RLLRF,2,2
2017,RLLRF,3,2
2018,RLLRF,0,6
2010,NGBF,0,10
2009,MOS,6759,4963
2010,MOS,9938,6796
2011,MOS,11113,7992
2012,MOS,9974,7075
2013,MOS,7458,5478
2014,MOS,9056,6820
2015,MOS,8895,6850
2016,MOS,7163,5967
2017,MOS,7409,6224
2018,MOS,9587,7562
2009,CYRX,0,4
2010,CYRX,0,6
2011,CYRX,1,8
2012,CYRX,1,7
2013,CYRX,3,7
2014,CYRX,4,9
2015,CYRX,6,14
2016,CYRX,6,12
2017,CYRX,12,19
2018,CYRX,20,27
2012,ABEC,0,0
2013,ABEC,0,0
2010,DGLY,25,28
2011,DGLY,20,22
2012,DGLY,18,18
2013,DGLY,18,20
2014,DGLY,17,20
2015,DGLY,20,27
2016,DGLY,17,28
2017,DGLY,15,25
2018,DGLY,11,21
2010,CE,5918,5059
2011,CE,6763,5711
2012,CE,6418,5547
2013,CE,6510,5255
2014,CE,6802,5757
2015,CE,5674,4587
2016,CE,5389,4193
2017,CE,6140,4853
2018,CE,7155,5483
2019,CE,6297,4910
2010,NP,658,577
2011,NP,696,609
2012,NP,809,699
2013,NP,845,730
2014,NP,903,780
2015,NP,888,751
2016,NP,942,788
2017,NP,980,844
2018,NP,1035,911
2010,PBOF,19,26
2011,XPEL,6,5
2012,XPEL,11,9
2013,XPEL,18,15
2014,XPEL,30,26
2015,XPEL,41,38
2016,XPEL,52,47
2017,XPEL,68,62
2018,XPEL,110,97
2010,HUN,9250,8400
2011,HUN,11221,9993
2012,HUN,11187,9805
2013,HUN,11079,9952
2014,HUN,11578,10331
2015,HUN,10299,9207
2016,HUN,9657,8636
2017,HUN,8358,7178
2018,HUN,9379,8018
2011,AMTX,0,0
2012,AMTX,189,207
2013,AMTX,178,170
2014,AMTX,208,179
2015,AMTX,147,150
2016,AMTX,143,139
2017,AMTX,150,158
2018,AMTX,172,178
2010,0039A,1241,934
2011,0039A,1218,917
2012,0039A,1155,872
2013,0039A,1128,853
2014,0039A,832,611
2010,ZLCS,47,33
2011,ZLCS,8,44
2012,ZLCS,13,49
2013,ZLCS,15,40
2010,HOGS,947,866
2011,HOGS,1456,1349
2012,HOGS,1640,1537
2010,DGPIF,332,301
2011,DGPIF,332,301
2012,DGPIF,336,307
2013,DGPIF,317,291
2014,DGPIF,313,291
2015,DGPIF,305,283
2016,DGPIF,278,264
2017,DGPIF,290,273
2018,DGPIF,323,301
2010,XEBEF,13,26
2011,XEBEF,14,16
2012,XEBEF,15,18
2013,XEBEF,11,15
2014,XEBEF,14,15
2015,XEBEF,11,14
2016,XEBEF,10,12
2017,XEBEF,15,14
2018,XEBEF,20,22
2010,SNSS,0,21
2011,SNSS,5,31
2012,SNSS,4,38
2013,SNSS,8,40
2014,SNSS,6,51
2015,SNSS,3,42
2016,SNSS,3,39
2017,SNSS,1,35
2018,SNSS,0,26
2010,ORSX,24,23
2009,HND1,8673,7570
2010,HND1,10577,9629
2011,HND1,11063,10157
2012,HND1,9812,8908
2013,HND1,9767,8962
2014,HND1,11147,10258
2015,HND1,9872,9176
2016,HND1,9591,8487
2017,HND1,11462,10272
2018,HND1,12326,10996
2010,EPCT.1,1,16
2011,EPCT.1,1,15
2012,EPCT.1,8,8
2010,PAY,1002,868
2011,PAY,1304,1102
2012,PAY,1866,1474
2013,PAY,1702,1494
2014,PAY,1869,1649
2015,PAY,2000,1719
2016,PAY,1992,1733
2017,PAY,1871,1630
2011,TRIL,0,0
2012,TRIL,0,1
2013,TRIL,0,3
2014,TRIL,0,12
2015,TRIL,0,21
2016,TRIL,0,29
2017,TRIL,0,37
2018,TRIL,0,45
2010,RAIL,143,157
2011,RAIL,487,475
2012,RAIL,677,637
2013,RAIL,290,298
2014,RAIL,599,580
2015,RAIL,773,722
2016,RAIL,524,510
2017,RAIL,409,417
2018,RAIL,317,337
2011,ZNNMF,0,0
2012,ZNNMF,0,2
2013,ZNNMF,0,2
2014,ZNNMF,0,3
2015,ZNNMF,0,3
2016,ZNNMF,0,3
2017,ZNNMF,0,6
2018,ZNNMF,0,6
2010,SNTA,15,50
2011,SNTA,8,52
2012,SNTA,0,60
2013,SNTA,0,87
2014,SNTA,0,81
2015,SNTA,0,66
2010,XNPT,3,77
2011,XNPT,44,71
2012,XNPT,22,71
2013,XNPT,8,92
2014,XNPT,47,95
2015,XNPT,41,118
2013,ICPWQ,0,0
2014,ICPWQ,24,24
2015,ICPWQ,24,24
2016,ICPWQ,25,26
2010,DOOO,0,0
2011,DOOO,2653,2393
2012,DOOO,2896,2564
2013,DOOO,3194,2825
2014,DOOO,3525,3117
2015,DOOO,3829,3368
2016,DOOO,4172,3665
2017,DOOO,4487,3930
2018,DOOO,5244,4590
2010,DXCM,49,91
2011,DXCM,76,117
2012,DXCM,100,148
2013,DXCM,160,182
2014,DXCM,259,272
2015,DXCM,402,448
2016,DXCM,573,622
2017,DXCM,719,745
2018,DXCM,1032,1189
2010,6597B,0,0
2011,6597B,265,231
2012,6597B,267,229
2010,MNOV,0,18
2011,MNOV,0,16
2012,MNOV,1,12
2013,MNOV,6,10
2014,MNOV,0,9
2015,MNOV,0,9
2016,MNOV,0,11
2017,MNOV,0,13
2018,MNOV,0,16
2010,SGI,404,470
2011,SGI,630,624
2012,SGI,753,757
2013,SGI,767,758
2014,SGI,530,559
2015,SGI,521,539
2016,SGI,533,528
2010,5298B,507,401
2011,5298B,532,434
2012,5298B,499,405
2010,SQIDF,0,8
2011,SQIDF,0,10
2012,SQIDF,0,6
2013,SQIDF,0,6
2014,SQIDF,0,5
2015,SQIDF,0,6
2016,SQIDF,1,5
2017,SQIDF,1,6
2018,SQIDF,1,8
2019,SQIDF,2,9
2010,MXGBF,3257,2625
2011,MXGBF,3575,2896
2012,MXGBF,3900,3144
2013,MXGBF,4474,3625
2014,MXGBF,4810,3902
2015,MXGBF,4937,4128
2016,MXGBF,6559,5416
2017,MXGBF,13772,10484
2018,MXGBF,14695,11622
2019,MXGBF,13722,10661
2010,ABPI,10,13
2011,ABPI,4,25
2012,ABPI,4,15
2010,ROC,3192,2562
2011,ROC,3669,2819
2012,ROC,3507,2737
2013,ROC,1378,1059
2010,TRGT,86,71
2011,TRGT,98,105
2012,TRGT,58,60
2013,TRGT,4,50
2014,TRGT,0,29
2010,OPMMF,81,70
2011,OPMMF,95,83
2012,OPMMF,126,111
2013,OPMMF,150,138
2014,OPMMF,162,150
2015,OPMMF,157,147
2010,SHMR,158,128
2010,0944B,2241,2223
2011,0944B,2248,2235
2010,BLDR,700,750
2011,BLDR,779,803
2012,BLDR,1071,1069
2013,BLDR,1490,1433
2014,BLDR,1604,1544
2015,BLDR,3564,3393
2016,BLDR,6367,5995
2017,BLDR,7034,6635
2018,BLDR,7725,7239
2010,LTUS,73,49
2010,CNUV.1,0,0
2009,MEND,91,78
2010,KOP,1246,1115
2011,KOP,1539,1393
2012,KOP,1555,1394
2013,KOP,1478,1332
2014,KOP,1555,1441
2015,KOP,1627,1479
2016,KOP,1416,1232
2017,KOP,1476,1287
2018,KOP,1710,1530
2010,9394B,2984,2636
2011,9394B,2869,2524
2012,9394B,2780,2412
2013,9394B,2871,2516
2014,9394B,3027,2568
2015,9394B,2966,2501
2016,9394B,3246,2754
2017,9394B,3576,3105
2018,9394B,4005,3461
2019,9394B,4475,3812
2010,0156A,1991,1810
2011,0156A,1478,1310
2012,0156A,1453,1300
2013,0156A,1361,1204
2014,0156A,1396,1227
2015,0156A,899,799
2010,NUVM,0,0
2010,PEIX,328,333
2011,PEIX,901,885
2012,PEIX,816,836
2013,PEIX,908,877
2014,PEIX,1107,1002
2015,PEIX,1191,1173
2016,PEIX,1625,1567
2017,PEIX,1632,1622
2018,PEIX,1515,1526
2010,DMND,680,598
2011,DMND,967,863
2012,DMND,981,924
2013,DMND,864,796
2014,DMND,865,779
2015,DMND,867,753
2010,ZNGSF,139,136
2011,ZNGSF,276,268
2010,EVRI,606,537
2010,EVRI,0,0
2011,EVRI,544,488
2011,EVRI,0,0
2012,EVRI,584,512
2012,EVRI,0,0
2013,EVRI,582,516
2013,EVRI,0,0
2014,EVRI,593,522
2014,EVRI,0,0
2015,EVRI,827,643
2015,EVRI,0,0
2016,EVRI,859,682
2016,EVRI,0,0
2017,EVRI,975,776
2017,EVRI,0,0
2018,EVRI,470,255
2018,EVRI,0,0
2010,AATI,94,104
2010,CPS,2414,2171
2011,CPS,2854,2552
2012,CPS,2881,2616
2013,CPS,3091,2815
2014,CPS,3244,2940
2015,CPS,3343,2984
2016,CPS,3473,3059
2017,CPS,3618,3168
2018,CPS,3629,3259
2010,CNTFY,273,234
2011,CNTFY,326,284
2012,CNTFY,139,128
2013,CNTFY,121,114
2014,CNTFY,100,107
2015,CNTFY,65,68
2016,CNTFY,61,57
2017,CNTFY,47,46
2010,CODE,1168,1032
2011,CODE,1039,869
2012,CODE,916,781
2013,CODE,972,895
2014,CODE,1252,1151
2011,NVKIF,0,0
2012,NVKIF,25,21
2010,MFB,557,474
2011,MFB,606,536
2012,MFB,600,539
2010,TISUQ,93,78
2011,TISUQ,98,82
2012,TISUQ,101,79
2013,TISUQ,116,90
2014,TISUQ,143,117
2015,TISUQ,168,138
2016,TISUQ,164,133
2017,TISUQ,162,152
2018,TISUQ,187,185
2010,ATRC,59,60
2011,ATRC,64,67
2012,ATRC,70,74
2013,ATRC,82,90
2014,ATRC,107,127
2015,ATRC,130,148
2016,ATRC,155,176
2017,ATRC,175,195
2018,ATRC,202,221
2010,ADLS,1,7
2010,HITT,244,117
2011,HITT,264,131
2012,HITT,264,145
2013,HITT,274,155
2010,REXN,0,10
2011,REXN,0,16
2012,REXN,0,7
2013,REXN,0,8
2014,REXN,0,13
2015,REXN,0,18
2016,REXN,0,16
2017,REXN,0,17
2018,REXN,0,20
2010,ALJ,3976,4026
2011,ALJ,7126,6854
2012,ALJ,7951,7526
2013,ALJ,6973,6707
2014,ALJ,6704,6379
2015,ALJ,4260,3904
2016,ALJ,3832,3741
2010,CF,3965,2600
2011,CF,6098,2964
2012,CF,6104,2783
2013,CF,5475,2694
2014,CF,4743,2764
2015,CF,4308,2569
2016,CF,3685,2613
2017,CF,4130,3053
2018,CF,4429,2837
2019,CF,4590,3664
2010,DRC,1954,1639
2011,DRC,2312,1947
2012,DRC,2736,2310
2013,DRC,3056,2557
2014,DRC,2812,2416
2010,CTSO,0,3
2011,CTSO,0,4
2012,CTSO,1,5
2013,CTSO,2,7
2014,CTSO,4,11
2015,CTSO,5,14
2016,CTSO,10,21
2017,CTSO,15,25
2018,CTSO,23,38
2009,HOKUQ,3,8
2010,HOKUQ,4,15
2010,VLCM,323,286
2010,THS,1817,1553
2011,THS,2050,1771
2012,THS,2182,1902
2013,THS,2294,1984
2014,THS,2946,2579
2015,THS,3206,2829
2016,THS,6185,5552
2017,THS,6302,5710
2018,THS,5812,5282
2010,2121A,3596,3425
2011,2121A,3502,3277
2012,2121A,3131,2912
2013,2121A,3054,2818
2009,COTQF,0,3
2010,COTQF,0,2
2011,COTQF,0,2
2012,COTQF,0,2
2013,COTQF,0,2
2014,COTQF,0,3
2015,COTQF,0,4
2016,COTQF,0,7
2017,COTQF,0,6
2018,COTQF,0,3
2010,GENTY,33,23
2011,GENTY,31,24
2012,GENTY,38,35
2013,GENTY,59,47
2011,WBI.,0,0
2012,WBI.,0,12
2010,CMPR,670,548
2011,CMPR,817,674
2012,CMPR,1020,903
2013,CMPR,1167,1058
2014,CMPR,1270,1100
2015,CMPR,1494,1287
2016,CMPR,1788,1537
2017,CMPR,2135,1944
2018,CMPR,2593,2296
2019,CMPR,2751,2392
2009,ATNY,69,67
2010,ATNY,108,111
2011,ATNY,198,184
2012,ATNY,281,249
2013,ATNY,244,225
2014,ATNY,227,204
2015,ATNY,232,212
2010,OFLX,47,39
2011,OFLX,54,47
2012,OFLX,64,56
2013,OFLX,77,62
2014,OFLX,85,64
2015,OFLX,93,69
2016,OFLX,94,72
2017,OFLX,102,77
2018,OFLX,108,81
2010,ORMTQ,433,395
2011,ORMTQ,585,533
2010,SIMO,143,131
2011,SIMO,218,172
2012,SIMO,281,223
2013,SIMO,225,184
2014,SIMO,289,223
2015,SIMO,361,276
2016,SIMO,556,407
2017,SIMO,523,406
2018,SIMO,530,407
2019,SIMO,457,371
2010,MDVN,63,93
2011,MDVN,60,103
2012,MDVN,182,206
2013,MDVN,273,292
2014,MDVN,710,422
2015,MDVN,943,502
2010,BNVIQ,1,16
2011,BNVIQ,0,21
2010,LEAT,14,14
2011,LEAT,18,17
2012,LEAT,17,16
2013,LEAT,16,16
2014,LEAT,19,18
2015,LEAT,19,17
2016,LEAT,17,17
2017,LEAT,20,20
2018,LEAT,24,22
2010,SSKN,0,20
2011,SSKN,0,20
2012,SSKN,0,22
2013,SSKN,1,21
2014,SSKN,1,16
2015,SSKN,18,30
2016,SSKN,32,29
2017,SSKN,31,27
2018,SSKN,30,28
2012,NCO.H,0,0
2013,NCO.H,2,3
2014,NCO.H,1,3
2009,CHBT,81,44
2010,CHBT,109,68
2011,CHBT,59,50
2012,CHBT,76,53
2010,ERILF,50,49
2011,ERILF,55,60
2012,ERILF,84,82
2013,ERILF,118,113
2014,ERILF,141,133
2015,ERILF,151,144
2016,ERILF,118,113
2017,ERILF,124,126
2018,ERILF,141,154
2010,TROX,1218,959
2011,TROX,1651,1192
2012,TROX,1832,1407
2013,TROX,1922,1616
2014,TROX,1737,1423
2015,TROX,2112,1865
2016,TROX,2093,1815
2017,TROX,1698,1326
2018,TROX,1819,1333
2010,WWBP,0,1
2010,BDBD,242,221
2011,BDBD,274,237
2012,BDBD,370,318
2013,BDBD,461,392
2014,BDBD,517,454
2010,IRBT,401,360
2011,IRBT,466,401
2012,IRBT,436,394
2013,IRBT,487,437
2014,IRBT,557,491
2015,IRBT,617,541
2016,IRBT,661,586
2017,IRBT,884,786
2018,IRBT,1093,950
2019,IRBT,1214,1090
2011,CYNA,0,0
2012,CYNA,0,2
2013,CYNA,0,5
2014,CYNA,0,12
2015,CYNA,0,39
2010,SPR,4172,3667
2011,SPR,4864,4372
2012,SPR,5398,5296
2013,SPR,5961,6114
2014,SPR,6799,5804
2015,SPR,6644,5574
2016,SPR,6793,5847
2017,SPR,6983,5834
2018,SPR,7222,6141
2010,ACCO,1331,1180
2011,ACCO,1318,1166
2012,ACCO,1759,1504
2013,ACCO,1765,1521
2014,ACCO,1689,1453
2015,ACCO,1510,1295
2016,ACCO,1557,1320
2017,ACCO,1949,1647
2018,ACCO,1941,1667
2019,ACCO,1956,1674
2010,PIP,21,38
2011,PIP,24,36
2012,PIP,25,31
2013,PIP,18,26
2014,PIP,10,20
2015,PIP,11,11
2016,PIP,5,16
2010,ADXS,1,8
2011,ADXS,0,13
2012,ADXS,0,12
2013,ADXS,0,14
2014,ADXS,1,20
2015,ADXS,0,48
2016,ADXS,4,80
2017,ADXS,12,108
2018,ADXS,6,75
2019,ADXS,21,36
2009,ROLL,275,227
2010,ROLL,336,267
2011,ROLL,398,306
2012,ROLL,403,303
2013,ROLL,419,313
2014,ROLL,445,333
2015,ROLL,597,453
2016,ROLL,615,466
2017,ROLL,675,511
2018,ROLL,703,524
2009,CMEDQ,106,55
2010,CMEDQ,129,57
2010,GHDX,178,167
2011,GHDX,206,192
2012,GHDX,235,221
2013,GHDX,262,267
2014,GHDX,276,293
2015,GHDX,287,309
2016,GHDX,328,335
2017,GHDX,341,336
2018,GHDX,394,348
2010,NXTM,179,191
2011,NXTM,217,221
2012,NXTM,242,243
2013,NXTM,263,270
2014,NXTM,302,310
2015,NXTM,336,333
2016,NXTM,366,352
2017,NXTM,394,381
2010,PTEK,6,7
2011,PTEK,6,7
2012,PTEK,5,5
2013,PTEK,6,5
2010,CXUSF,0,1
2011,CXUSF,498,387
2012,CXUSF,582,451
2013,CXUSF,553,455
2014,CXUSF,571,483
2015,CXUSF,562,456
2009,NOEC,32,40
2010,CYNO,82,82
2011,CYNO,111,104
2012,CYNO,153,134
2013,CYNO,226,188
2014,CYNO,292,248
2015,CYNO,339,294
2016,CYNO,434,376
2010,KS,784,670
2011,KS,907,746
2012,KS,1217,1038
2013,KS,1749,1423
2014,KS,2301,1860
2015,KS,2789,2398
2016,KS,3077,2709
2017,KS,3316,2897
2010,CKGT,36,23
2010,HOLI,174,139
2011,HOLI,263,214
2012,HOLI,322,248
2013,HOLI,349,282
2014,HOLI,521,410
2015,HOLI,531,386
2016,HOLI,544,416
2017,HOLI,432,351
2018,HOLI,541,411
2019,HOLI,570,427
2009,CYDY,0,3
2010,CYDY,0,4
2011,CYDY,0,7
2012,CYDY,0,8
2013,CYDY,0,8
2014,CYDY,0,19
2015,CYDY,0,21
2016,CYDY,0,27
2017,CYDY,0,46
2018,CYDY,0,55
2010,CROX,790,670
2011,CROX,1001,830
2012,CROX,1123,935
2013,CROX,1193,1076
2014,CROX,1198,1126
2015,CROX,1091,1102
2016,CROX,1036,1004
2017,CROX,1024,956
2018,CROX,1088,975
2010,SPWR,2219,1929
2011,SPWR,2312,2304
2012,SPWR,2418,2374
2013,SPWR,2507,2299
2014,SPWR,3027,2598
2015,SPWR,1576,1640
2016,SPWR,2560,2647
2017,SPWR,1872,2012
2018,SPWR,1726,1869
2019,SPWR,1864,1978
2010,UAA,1064,921
2011,UAA,1473,1276
2012,UAA,1835,1584
2013,UAA,2332,2015
2014,UAA,3084,2658
2015,UAA,3963,3447
2016,UAA,4825,4247
2017,UAA,4977,4647
2018,UAA,5193,4835
2019,UAA,5267,4844
2009,SYUT,292,302
2010,SYUT,249,277
2011,SYUT,343,293
2012,SYUT,266,273
2013,SYUT,371,314
2014,SYUT,414,335
2015,SYUT,365,301
2010,SURG.2,52,44
2011,SURG.2,56,46
2012,SURG.2,60,50
2013,SURG.2,63,57
2014,SURG.2,65,57
2015,SURG.2,75,65
2010,ZIOP,0,24
2011,ZIOP,1,54
2012,ZIOP,1,100
2013,ZIOP,1,56
2014,ZIOP,1,44
2015,ZIOP,4,124
2016,ZIOP,7,172
2017,ZIOP,6,60
2018,ZIOP,0,53
2009,ARFXF,0,5
2010,ARFXF,1,4
2011,ARFXF,0,3
2012,ARFXF,0,2
2013,ARFXF,0,2
